CID,SMILES,Estimated Log Kow ,Measured Log Kow  ,Estimated BP (oC),Estimated MP (oC),Estimated VP (mm Hg),Estimated VP (Pa),Estimated Water Sol. (mg/L),HLC (atm-m3/mole); Group Method (Based on Estimated Data),HLC (atm-m3/mole); Bond Method (Based on Estimated Data),Estimated Koc,Estimated Log Koc,BIOWIN1 (Linear Model) Probability ,BIOWIN2 (Non-Linear Model) Probability ,Estimated Atmospheric Oxidation (half-life-days),Indirect Photolysis (Half-Life-days); Measured,Estimated Ozone Reaction (half-life-days),Measured Ozone Reaction (half-life-days),Estimated Hydrolysis (half-life-days),Estimated BCF,Estimated Log BCF,Estimated Volatilization from Model River (half-life-hours),Estimated Volatilization from Model Lake (half-life-hours),STP Biodegradation (%),STP Sludge Adsorption (%),STP Volatilization (%),STP Total Removal (%),AWS_Air,AWS_Water,AWS_Soil,AWS_Sediments,Paws Score-Air,Paws-Score-Water,Paws-Score-Soil,Paws-Score-Sediments,Paws Score (Total),PEQC/aws (half-life-days),PEQC/aws Score,B Score (BCF),B Score (Log Kow),EXPaws Score (BCF),EXPaws Score (Log Kow),EXPEQC/aws Score (BCF),EXPEQC/aws Score (Log Kow),BIOWIN5 (Linear MITI Model) Probability,BIOWIN6 (Non-Linear MITI Model) Probability,BIOWIN3 numerical output ,BIOWIN4 numerical output,Ready biodegradability prediction,STP Total Removal (%) - default,STP Biodegradation (%) - default,STP Adsorption (%) - default,STP Volatilization (%) - default,Subcooled Liquid VP,WATERNT frag Water Sol estimate,KOAWIN LogKoa estimate,KOAWIN LogKoa measured,KOAWIN Log Kaw,AEROWIN Mackay Kp,AEROWIN Octanol/air Kp,AEROWIN Junge-Pankow phi,AEROWIN Mackay phi,AEROWIN Octanol/air phi
165675,CC1CCC(C(C1)O)C(C)C ,3.38,3.4,218.94,-5.9,0.00767,1.023,434.5,2.56e-05,1.52e-05,88.15,1.945,0.8319,0.8707,0.4441,,0.0,,,59.12,1.772,29.87,430.6,0.14,7.48,1.3,8.92,1.2,27.8,70.9,0.15,376,27800,70900,150,99226,17.4,315909,35472,680000,3520,67473,11206,214818,0.4554,0.3314,3.0138,3.7517,NO ,8.92,0.14,7.48,1.3,0.22,941.74,6.397,,-3.207,1.02e-07,6.12e-07,3.69e-06,8.18e-06,4.9e-05
170833,CC1CCC(C(C1)O)C(=C)C ,3.37,,223.77,-4.85,0.00496,0.6613,308.6,,1.34e-05,88.15,1.945,0.8328,0.8739,0.1481,,0.955,,,78.25,1.893,55.53,709.9,0.16,10.2,0.67,11.03,0.363,28.3,71.2,0.152,77,28300,71200,152,99729,17.6,319697,46950,674000,4682,67218,15010,215476,0.5241,0.3761,3.0183,3.7546,YES ,11.03,0.16,10.2,0.67,0.0158,943.2,6.631,,-3.261,1.42e-06,1.05e-06,5.14e-05,0.000114,8.4e-05
220674,C1(OC(=O)C)C(C(C)C)CCC(C1)C ,4.39,4.0,234.5,0.67,0.0913,12.17,17.13,0.000829,0.00099,493.0,2.693,0.8273,0.9862,0.581,,0.0,,2662.0,202.4,2.306,2.432,144.6,0.26,26.84,18.58,45.68,2.64,20.3,76.6,0.395,875,20300,76600,395,98170,14.3,260606,121440,800000,11922,78536,31648,208485,0.5134,0.3884,2.9011,3.7906,YES ,45.68,0.26,26.84,18.58,0.104,53.781,5.393,,-1.393,2.16e-07,6.07e-08,7.81e-06,1.73e-05,4.85e-06
228769,C(CC(C)C)(=O)OCCCCCCCC ,5.21,,254.66,12.74,0.0212,2.826,1.309,0.00425,0.00298,1090.0,3.037,0.9281,0.9972,0.8044,,0.0,,12600.0,53.78,1.731,1.696,141.3,0.56,74.06,13.32,87.94,4.72,22.4,72.1,0.846,1651,22400,72100,846,96997,11.8,215152,32268,1000000,3130,96997,6943,215152,0.7641,0.8983,3.164,4.0365,YES ,87.94,0.56,74.06,13.32,0.0209,2.3313,6.124,,-0.914,1.08e-06,3.27e-07,3.89e-05,8.61e-05,2.61e-05
235414,C1CCCCCCCOC(=O)CCCCCC1 ,6.15,,364.47,26.06,5.17e-05,0.006893,0.1484,0.00081,0.00232,4770.0,3.679,0.8073,0.9753,0.5585,,0.0,,,5338.0,3.727,2.703,159.5,0.76,91.54,0.47,92.78,1.76,16.6,79.4,2.28,579,16600,79400,2280,98859,17.8,323485,1000000,1000000,98859,98859,323485,323485,0.6169,0.7931,2.8082,3.7299,YES ,92.78,0.76,91.54,0.47,5.97e-05,37.513,7.173,,-1.023,0.000377,3.66e-06,0.0134,0.0293,0.000292
246728,CCC(CCCCC)=O ,2.22,,163.6,-30.72,2.34,312.0,1186.0,0.000223,0.000204,52.07,1.717,0.8018,0.9295,1.15,,0.0,,,13.55,1.132,6.255,163.2,0.09,2.3,6.1,8.49,4.21,29.3,66.3,0.117,1540,29300,66300,117,97257,14.0,254545,8130,99575,791,9684,2069,25346,0.6963,0.8634,3.1917,3.9096,YES ,8.49,0.09,2.3,6.1,2.0,1219.5,4.495,,-2.275,1.12e-08,7.67e-09,4.06e-07,9e-07,6.14e-07
251531,O1C=CC=C1C(=O)OCCC2=CC=CC=C2 ,3.15,,307.67,76.8,0.000418,0.05573,73.69,,3.71e-06,2514.0,3.4,1.0015,0.9983,0.5112,,0.0,,657.5,55.56,1.745,233.6,2671.0,0.14,7.04,0.2,7.38,1.05,23.8,73.2,1.92,339,23800,73200,1920,99259,19.8,359848,33336,630000,3309,62533,11996,226705,0.472,0.4988,2.8087,3.7011,NO ,7.38,0.14,7.04,0.2,0.0013,64.661,6.969,,-3.819,1.73e-05,2.29e-06,0.000625,0.00138,0.000183
439570,C1(CC(=O)C(=CC1)C)C(=C)C ,3.07,2.71,224.23,9.86,0.13,17.33,367.1,,7.73e-05,136.2,2.134,0.6829,0.6041,0.07575,,0.1334,,,28.51,1.455,10.53,217.7,0.11,3.65,3.8,7.56,0.176,25.4,74.3,0.183,26,25400,74300,183,99909,16.5,300000,17106,307717,1709,30744,5132,92315,0.4543,0.3753,2.8447,3.6088,NO ,7.56,0.11,3.65,3.8,0.103,135.17,5.21,,-2.5,2.18e-07,3.98e-08,7.89e-06,1.75e-05,3.18e-06
440917,CC1=CCC(CC1)C(=C)C ,4.83,4.57,167.66,-40.76,1.45,193.3,4.581,,0.38,1120.0,3.049,0.6827,0.7454,0.07365,0.06255,0.02593,0.01791,,360.5,2.557,1.212,111.1,0.14,31.45,62.83,94.42,0.298,50.2,47.5,1.96,12,50200,47500,1960,99672,5.1,93182,216300,914000,21559,91101,20155,85168,0.3978,0.3312,2.8981,3.6512,NO ,94.42,0.14,31.45,62.83,1.44,44.388,4.265,,0.115,1.56e-08,4.52e-09,5.64e-07,1.25e-06,3.61e-07
440967,C12C(C(CCC1=C)C2)(C)C ,4.35,4.16,150.8,-15.3,2.51,334.6,7.061,,0.161,1020.0,3.009,0.4988,0.3432,0.1892,0.1356,0.955,0.5457,,258.1,2.412,1.195,110.9,0.08,22.26,76.35,98.69,3.14,79.2,13.2,4.48,1023,277200,46200,15680,340103,4.1,74773,154860,832000,52668,282966,11579,62211,0.4717,0.3865,2.686,3.4977,NO ,98.69,0.08,22.26,76.35,2.93,2.6192,3.342,,0.818,7.68e-09,5.4e-10,2.77e-07,6.14e-07,4.32e-08
444539,C(C=CC1=CC=CC=C1)(=O)O ,2.07,2.13,287.54,69.48,0.000161,0.02146,2911.0,2.03e-09,1.29e-08,53.88,1.731,0.8778,0.966,0.4841,,1.091,,,3.162,0.5,41700.0,455000.0,0.1,2.29,0.0,2.38,0.369,24.5,75.1,0.0887,284,15925,48815,58,65082,15.6,284091,1897,80938,123,5268,539,22994,0.506,0.5102,3.2584,4.0244,YES ,2.38,0.1,2.29,0.0,0.000585,863.21,8.285,,-6.155,3.85e-05,4.73e-05,0.00139,0.00307,0.00377
444683,CC(CC)O ,0.77,0.61,91.76,-76.29,20.6,2746.0,130000.0,1.62e-05,9.99e-06,2.919,0.465,0.871,0.9558,1.072,1.114,0.0,,,3.162,0.5,56.51,688.7,0.09,1.76,0.51,2.36,3.09,44.5,52.4,0.0868,3395,44500,52400,87,100382,14.3,259849,1897,2444,190,245,493,635,0.6523,0.853,3.1953,3.8702,YES ,2.36,0.09,1.76,0.51,6.7,103000.0,4.041,3.85,-3.431,3.36e-09,1.74e-09,1.21e-07,2.69e-07,1.39e-07
444972,C(C=CC(=O)O)(=O)O ,0.05,-0.48,285.25,84.12,9.43e-12,1.26e-09,104000.0,8.48e-14,1.35e-12,7.33,0.865,0.8377,0.9338,1.346,,13.1,,,3.162,0.5,7440000000.0,81200000000.0,0.09,1.77,0.0,1.86,0.0673,29.4,70.5,0.059,78,19110,45825,38,65052,16.9,306818,1897,199,123,13,582,61,0.7415,0.8177,3.6719,4.4514,YES ,1.86,0.09,1.77,0.0,0.0601,327000.0,10.718,,-10.258,3.74e-07,0.0128,1.35e-05,2.99e-05,0.506
519539,CC(CC)C1=NC=CS1 ,2.94,,198.0,20.85,0.399,53.2,255.2,,9.89e-06,730.4,2.864,0.735,0.8292,1.487,,0.0,,,40.45,1.607,71.57,880.4,0.12,5.08,0.53,5.73,2.44,24.1,72.8,0.651,2922,24100,72800,651,100473,19.6,356818,24270,522578,2438,52505,8660,186465,0.3489,0.3588,2.8122,3.5754,NO ,5.73,0.12,5.08,0.53,0.364,539.0,6.333,,-3.393,6.18e-08,5.28e-07,2.23e-06,4.95e-06,4.23e-05
520108,C(C)(=O)C1=NC=CS1 ,0.67,,208.98,31.53,0.185,24.66,25100.0,,6.98e-09,28.45,1.454,0.6938,0.6792,7.761,,0.0,,,3.162,0.5,94600.0,1030000.0,0.09,1.77,0.0,1.87,0.134,24.9,74.9,0.075,205,24900,74900,75,100080,28.4,516667,1897,2806,190,281,980,1450,0.4684,0.487,2.8957,3.6421,NO ,1.87,0.09,1.77,0.0,0.212,118000.0,7.215,,-6.545,1.06e-07,4.03e-06,3.83e-06,8.49e-06,0.000322
520191,C(C)(=O)C1=C(SC(=C1)C)C ,2.59,,237.77,46.23,0.0318,4.24,447.6,,6.49e-06,74.73,1.873,0.7903,0.8205,0.8085,,0.0,,,6.162,0.79,113.3,1340.0,0.1,3.27,0.36,3.73,0.928,26.2,72.7,0.144,907,91700,254450,504,347561,35.7,648485,3697,233427,1285,81130,2398,151374,0.4626,0.416,2.6862,3.4659,NO ,3.73,0.1,3.27,0.36,0.0497,1753.6,6.166,,-3.576,4.53e-07,3.6e-07,1.64e-05,3.62e-05,2.88e-05
520296,C(C1CCCC(O1)=O)CCCCCCCC ,4.53,,338.68,39.96,0.000179,0.02386,4.294,0.000952,0.00175,2412.0,3.382,0.9224,0.9967,0.5604,,0.0,,,19.17,1.283,2.461,153.0,0.45,52.67,12.47,65.59,1.96,16.9,79.9,1.31,1626,16900,79900,1310,99736,16.9,306818,11502,906000,1147,90361,3529,277977,0.8498,0.9222,3.1375,4.0192,YES ,65.59,0.45,52.67,12.47,0.000244,1.0998,5.678,,-1.148,9.22e-05,1.17e-07,0.00332,0.00732,9.36e-06
521238,C(C)(=O)OC(CC)CCCCC ,3.74,,198.83,-20.47,0.382,50.93,38.59,0.00208,0.00127,188.5,2.275,0.9481,0.9985,0.9213,,0.0,,2614.0,135.8,2.133,1.709,128.7,0.16,15.79,37.88,53.82,9.16,31.7,58.9,0.237,9418,20605,38285,154,68462,6.8,123485,81480,748000,5578,51209,10062,92367,0.741,0.8913,3.257,4.0972,YES ,53.82,0.16,15.79,37.88,0.35,76.515,5.025,,-1.285,6.43e-08,2.6e-08,2.32e-06,5.14e-06,2.08e-06
526618,CC1=C(C=CO1)SC ,2.51,,172.72,-12.96,1.37,182.7,670.5,,0.000173,400.8,2.603,0.7412,0.8539,0.05316,,0.0,,,21.07,1.324,4.987,149.3,0.1,2.86,7.71,10.67,0.201,21.4,78.0,0.352,29,21400,78000,352,99781,16.8,304545,12642,194156,1261,19373,3850,59129,0.3891,0.3525,2.841,3.5943,NO ,10.67,0.1,2.86,7.71,1.25,804.89,4.66,,-2.15,1.8e-08,1.12e-08,6.5e-07,1.44e-06,8.98e-07
556940,C(C1=CC=CO1)SCCC(=O)OCC ,2.52,,287.12,57.88,0.00191,0.2546,260.3,,2.66e-07,726.2,2.861,0.8197,0.9828,0.08869,,0.0,,786.5,21.35,1.329,3223.0,35300.0,0.1,3.05,0.01,3.17,0.206,24.7,74.5,0.663,47,24700,74500,663,99910,19.5,355303,12810,198679,1280,19850,4551,70591,0.536,0.5816,2.8658,3.7675,YES ,3.17,0.1,3.05,0.01,0.00386,255.02,7.484,,-4.964,5.83e-06,7.48e-06,0.00021,0.000466,0.000598
565690,C(CC(C)C)(=O)OC1C(CCC(C1)C)C(C)C ,5.79,,275.72,22.1,0.00674,0.8986,0.3057,0.00281,0.00232,2627.0,3.419,0.8073,0.9753,0.4988,,0.0,,19100.0,3054.0,3.485,1.905,150.8,0.72,87.77,3.2,91.69,2.12,17.6,78.9,1.44,1657,17600,78900,1440,99597,15.3,278788,805400,1000000,80216,99597,224536,278788,0.3874,0.2109,2.8082,3.7299,NO ,91.69,0.72,87.77,3.2,0.00702,2.6754,6.813,,-1.023,3.21e-06,1.6e-06,0.000116,0.000256,0.000128
595928,C2=C(C1OC(C)CO1)C=CC=C2 ,1.74,,240.62,21.18,0.0448,5.973,2119.0,,2.39e-06,81.57,1.912,0.1027,0.0123,0.4623,,0.0,,,6.578,0.818,315.2,3546.0,0.09,1.97,0.14,2.2,1.06,28.6,70.2,0.147,796,28600,70200,147,99743,18.3,331818,3947,32972,394,3289,1310,10941,0.2905,0.1916,2.841,3.5962,NO ,2.2,0.09,1.97,0.14,0.043,2186.8,5.75,,-4.01,5.23e-07,1.38e-07,1.89e-05,4.19e-05,1.1e-05
637563,C1(=CC=C(C=CC)C=C1)OC ,3.39,,217.31,-0.69,0.0634,8.453,98.68,0.00223,0.000256,521.0,2.717,0.8089,0.959,0.1379,,0.1679,,,79.92,1.903,1.562,119.1,0.1,8.25,43.1,51.45,0.598,24.6,74.3,0.5,197,24600,74300,500,99597,11.0,200758,47952,678000,4776,67527,9627,136114,0.5125,0.5365,2.8135,3.711,YES ,51.45,0.1,8.25,43.1,0.0705,66.519,5.37,,-1.98,3.19e-07,5.75e-08,1.15e-05,2.55e-05,4.6e-06
637566,CC(C)=CCCC(C)=CCO ,3.47,3.56,239.89,-10.78,0.0159,2.12,255.8,1.12e-05,5.89e-05,94.15,1.974,0.8328,0.8739,0.05945,,0.01333,,,90.47,1.957,64.5,807.8,0.18,12.15,0.57,12.9,0.0317,28.2,71.6,0.158,5,28200,71600,158,99963,17.7,321212,54282,712000,5426,71174,17436,228703,0.5762,0.6179,3.0183,3.7546,YES ,12.9,0.18,12.15,0.57,0.03,1012.6,6.798,,-3.328,7.5e-07,1.54e-06,2.71e-05,6e-05,0.000123
637758,CCOC(=O)C=CC1=CC=CC=C1 ,2.85,2.99,257.46,20.45,0.00874,1.165,160.6,1.09e-06,5.5e-06,398.5,2.6,0.9659,0.9983,0.4603,,1.091,,7080.0,43.63,1.64,183.8,2116.0,0.12,5.48,0.23,5.83,0.741,25.3,73.6,0.413,555,25300,73600,413,99868,19.1,346970,26178,586342,2614,58557,9083,203443,0.6349,0.7293,2.972,3.8273,YES ,5.83,0.12,5.48,0.23,0.00327,183.76,6.749,,-3.759,6.88e-06,1.38e-06,0.000248,0.00055,0.00011
637776,CC=CC1=CC(=C(C=C1)OC)OC ,2.95,,254.39,33.14,0.00898,1.197,169.1,0.00181,1.52e-05,340.6,2.532,0.9265,0.9931,0.1413,,0.1679,,,41.22,1.615,1.794,131.5,0.08,3.95,40.63,44.66,0.557,24.7,74.3,0.471,188,86450,260050,1649,348336,14.5,263636,24732,534751,8615,186273,6520,140980,0.6106,0.6228,2.6891,3.7448,NO ,44.66,0.08,3.95,40.63,0.00921,37.642,6.157,,-3.207,2.44e-06,3.52e-07,8.82e-05,0.000195,2.82e-05
637796,CC=CC1=CC2=C(C=C1)OCO2 ,3.37,,253.04,42.54,0.0232,3.093,88.68,0.0362,5.03e-06,207.2,2.316,0.9342,0.9945,0.1403,,0.1679,,,77.65,1.89,1.32,121.2,0.04,5.65,87.92,93.61,2.35,83.5,13.2,1.01,787,292250,46200,3535,342772,3.9,71212,46590,674000,15970,231028,3318,47997,0.6773,0.7617,2.7245,3.768,NO ,93.61,0.04,5.65,87.92,0.0228,12.614,7.057,,-3.687,9.87e-07,2.8e-06,3.56e-05,7.89e-05,0.000224
638014,CC(C=CC1=C(C)CCCC1(C)C)=O ,4.42,3.84,262.93,52.45,0.0227,3.026,25.16,,0.000174,666.7,2.824,0.4789,0.1303,0.04484,,0.0124,,,158.7,2.201,11.45,241.2,0.26,22.68,3.11,26.05,0.0158,15.4,84.0,0.567,2,53900,294000,1985,349886,39.0,709091,95220,768000,33316,268713,67520,544582,0.3986,0.2791,2.5396,3.3946,NO ,26.05,0.26,22.68,3.11,0.054,21.389,6.321,,-2.481,4.17e-07,5.14e-07,1.5e-05,3.33e-05,4.11e-05
638024,C2=C(C=CC=CC(N1CCCCC1)=O)C=CC3=C2OCO3 ,3.69,,419.28,155.78,2.81e-06,0.0003746,10.56,,1.93e-12,1485.0,3.172,1.0857,0.9979,0.1091,,0.1179,,,126.2,2.101,512000000.0,5590000000.0,0.22,17.9,0.0,18.13,1.45e-05,11.5,87.5,0.959,0,40250,306250,3357,349857,77.1,1000000,75720,738000,26491,258194,75720,738000,0.5481,0.4287,2.3981,3.7957,NO ,18.13,0.22,17.9,0.0,2.81e-06,10.134,13.793,,-10.103,0.00801,15.2,0.224,0.39,0.999
641256,C(C=CC=CC)O ,1.39,,172.28,-39.09,0.302,40.26,24800.0,2.13e-06,1.11e-05,11.53,1.062,0.968,0.9898,0.07349,,0.03581,,,3.857,0.586,53.27,664.2,0.09,1.84,0.62,2.55,0.128,37.7,62.1,0.0815,25,24505,40365,53,64948,9.9,179545,2314,14728,150,957,416,2644,0.6559,0.7789,3.4406,4.1047,YES ,2.55,0.09,1.84,0.62,0.338,33545.0,4.733,,-3.343,6.66e-08,1.33e-08,2.4e-06,5.33e-06,1.06e-06
641423,C=CCOC(=O)C=CC1=CC=CC=C1 ,3.2,,272.9,29.72,1.74e-05,0.00232,92.3,1.12e-06,5.44e-06,726.2,2.861,0.9602,0.998,0.2167,,0.5093,,2468.0,60.28,1.78,718.6,7954.0,0.14,7.65,0.06,7.86,0.353,24.8,74.2,0.665,164,24800,74200,665,99829,19.4,353030,36168,640000,3611,63891,12768,225939,0.6173,0.6706,2.9454,3.81,YES ,7.86,0.14,7.65,0.06,0.00813,58.976,6.853,,-3.653,2.77e-06,1.75e-06,0.0001,0.000221,0.00014
643820,CC(=CCCC(=CCO)C)C ,3.47,3.56,239.89,-10.78,0.0159,2.12,255.8,1.12e-05,5.89e-05,94.15,1.974,0.8328,0.8739,0.05945,,0.01333,,,90.47,1.957,64.5,807.8,0.18,12.15,0.57,12.9,0.0317,28.2,71.6,0.158,5,28200,71600,158,99963,17.7,321212,54282,712000,5426,71174,17436,228703,0.5762,0.6179,3.0183,3.7546,YES ,12.9,0.18,12.15,0.57,0.03,1012.6,6.798,,-3.328,7.5e-07,1.54e-06,2.71e-05,6e-05,0.000123
778574,CC(C)COC(=O)C=CC1=CC=CC=C1 ,3.76,,280.47,21.36,0.00547,0.7293,25.75,2.62e-06,9.69e-06,1113.0,3.046,0.9526,0.9975,0.4093,,1.091,,13000.0,139.9,2.146,320.8,3620.0,0.24,20.16,0.12,20.52,0.665,24.5,73.9,0.949,467,24500,73900,949,99816,19.5,353788,83940,752000,8379,75061,29697,266049,0.5012,0.5252,2.91,3.7869,YES ,20.52,0.24,20.16,0.12,0.00547,30.103,7.162,,-3.402,4.11e-06,3.56e-06,0.000149,0.000329,0.000285
853433,CC=CC1=CC(=C(C=C1)O)OC ,2.65,3.04,270.6,61.93,0.00381,0.508,165.9,2.74e-07,2.67e-08,682.8,2.834,0.9171,0.9788,0.1264,,0.1679,,,47.08,1.673,2739.0,30000.0,0.13,5.92,0.01,6.06,0.17,24.8,74.4,0.633,52,24800,74400,633,99885,19.5,353788,28248,608000,2822,60730,9994,215103,0.5209,0.5132,2.8346,3.7276,YES ,6.06,0.13,5.92,0.01,0.0146,2095.0,9.002,,-5.962,1.54e-06,0.000247,5.57e-05,0.000123,0.0193
1549025,C(C)(=O)OCC=C(C)CCC=C(C)C ,4.48,4.04,248.97,-6.1,0.0463,6.173,18.24,0.000362,0.00242,503.0,2.702,0.8283,0.9866,0.06008,,0.01333,,231.4,196.3,2.293,3.696,157.8,0.28,27.29,10.11,37.68,0.048,20.2,79.3,0.399,8,20200,79300,399,99907,15.8,287879,117780,808000,11767,80725,33906,232606,0.6342,0.6744,2.9056,3.7935,YES ,37.68,0.28,27.29,10.11,0.033,57.985,4.985,,-1.005,6.82e-07,2.37e-08,2.46e-05,5.45e-05,1.9e-06
1549026,C(C)(=O)OCC=C(C)CCC=C(C)C ,4.48,4.04,248.97,-6.1,0.0463,6.173,18.24,0.000362,0.00242,503.0,2.702,0.8283,0.9866,0.06008,,0.01333,,231.4,196.3,2.293,3.696,157.8,0.28,27.29,10.11,37.68,0.048,20.2,79.3,0.399,8,20200,79300,399,99907,15.8,287879,117780,808000,11767,80725,33906,232606,0.6342,0.6744,2.9056,3.7935,YES ,37.68,0.28,27.29,10.11,0.033,57.985,4.985,,-1.005,6.82e-07,2.37e-08,2.46e-05,5.45e-05,1.9e-06
1549778,CC(=CCCC(=CCCC(=O)C)C)C ,4.36,,260.99,6.85,0.0251,3.346,8.867,7.92e-05,0.000908,740.5,2.87,0.6619,0.4493,0.05906,,0.01333,,,348.9,2.543,11.73,244.8,0.45,47.48,1.98,49.91,0.0174,15.3,84.1,0.625,3,53550,294350,2188,350090,39.4,715909,209340,872000,73288,305279,149868,624273,0.4635,0.4018,2.7473,3.5452,NO ,49.91,0.45,47.48,1.98,0.0252,50.447,5.79,,-1.43,8.93e-07,1.51e-07,3.22e-05,7.14e-05,1.21e-05
1550470,C(C=CC=CC)(=O)OCC ,2.4,,182.96,-33.95,0.451,60.13,747.7,2.68e-05,0.000243,64.46,1.809,0.9634,0.999,0.2077,,0.2177,,9080.0,17.77,1.25,27.07,394.6,0.1,2.71,1.44,4.25,0.508,30.5,68.9,0.121,229,19825,44785,79,64918,10.7,194697,10662,150713,692,9784,2076,29343,0.7138,0.8187,3.3279,4.1435,YES ,4.25,0.1,2.71,1.44,0.412,2156.2,4.403,,-2.003,5.46e-08,6.21e-09,1.97e-06,4.37e-06,4.97e-07
1551246,CC(=CC#N)CCC=C(C)C ,3.47,,244.67,-7.29,0.0362,4.826,45.57,0.000308,0.00145,420.8,2.624,0.9835,0.9961,0.1033,,0.02642,,,89.88,1.954,3.569,141.4,0.16,11.48,11.08,22.72,0.0914,20.7,78.8,0.354,24,20700,78800,354,99878,15.8,287879,53928,694000,5386,69315,15525,199788,0.4523,0.3602,2.787,3.5672,NO ,22.72,0.16,11.48,11.08,0.035,540.99,4.697,,-1.227,6.43e-07,1.22e-08,2.32e-05,5.14e-05,9.77e-07
2733294,C(C)(=O)OCC=CCCC ,2.61,,176.55,-33.28,1.98,264.0,480.5,0.000379,0.000636,61.58,1.789,0.9625,0.999,0.1771,,0.08815,,231.4,24.63,1.391,3.059,133.4,0.09,3.02,14.41,17.52,0.578,32.5,66.8,0.126,232,21125,43420,82,64859,7.7,140152,14778,244428,958,15853,2071,34257,0.7943,0.9047,3.3235,4.1406,YES ,17.52,0.09,3.02,14.41,1.8,988.69,4.195,,-1.585,1.25e-08,3.85e-09,4.51e-07,1e-06,3.08e-07
3578033,CC1=CC=C(O1)C(CC=O)C ,2.37,,214.41,12.42,0.174,23.2,705.5,,1.06e-05,53.07,1.725,1.0691,0.9999,0.06825,,0.0,,,16.95,1.229,69.4,860.5,0.1,2.66,0.59,3.35,0.115,28.8,70.9,0.128,21,100800,248150,448,349419,32.5,590909,10170,140654,3554,49147,6010,83114,0.7687,0.8942,2.7355,3.6877,NO ,3.35,0.1,2.66,0.59,0.161,2785.8,5.733,,-3.363,1.4e-07,1.33e-07,5.05e-06,1.12e-05,1.06e-05
5273467,CC(C)CCOC(=O)C=CC1=CC=CC=C1 ,4.25,,295.86,32.06,0.0021,0.28,8.282,3.7e-06,1.29e-05,2029.0,3.307,0.9459,0.9969,0.3883,,1.091,,8344.0,295.0,2.47,235.3,2691.0,0.42,42.13,0.12,42.67,0.642,24.1,73.7,1.6,437,24100,73700,1600,99837,19.6,356061,177000,850000,17671,84861,63023,302652,0.5089,0.5314,2.879,3.7666,YES ,42.67,0.42,42.13,0.12,0.00243,9.342,7.528,,-3.278,9.26e-06,8.28e-06,0.000334,0.00074,0.000662
5280450,CCCCCC=CCC=CCCCCCCCC(=O)O ,7.51,7.05,389.19,132.36,5.74e-05,0.007653,0.03771,5.11e-06,3.94e-05,11700.0,4.068,0.7951,0.8195,0.08316,,0.04408,,,56.23,1.75,193.6,2252.0,0.78,93.09,0.0,93.87,0.069,23.0,71.8,5.15,15,23000,71800,5150,99965,20.1,365152,33738,1000000,3373,99965,12319,365152,0.6771,0.7008,3.2423,4.0977,YES ,93.87,0.78,93.09,0.0,8.68e-07,0.045077,9.843,,-2.793,0.0259,0.00171,0.484,0.675,0.12
5281167,C(CC=CCC)O ,1.61,,165.73,-38.47,0.937,124.9,16000.0,5.11e-06,1.55e-05,11.53,1.062,0.967,0.9895,0.1703,0.09724,0.08815,0.1791,,5.347,0.728,38.82,507.5,0.09,1.9,0.86,2.85,0.34,37.7,61.9,0.0815,64,24505,40235,53,64857,9.8,178030,3208,24443,208,1585,571,4352,0.7363,0.8811,3.4361,4.1017,YES ,2.85,0.09,1.9,0.86,0.838,15475.0,4.808,,-3.198,2.68e-08,1.58e-08,9.7e-07,2.15e-06,1.26e-06
5281168,CCCC=CC=O ,1.58,,139.17,-55.63,4.72,629.3,5261.0,4.56e-05,9.88e-05,5.956,0.775,1.0939,1.0,0.2777,0.2431,12.59,5.73,,5.15,0.712,12.87,223.5,0.09,1.86,2.56,4.51,1.56,40.8,57.6,0.0798,1091,26520,37440,52,65103,8.7,157576,3090,22811,201,1485,487,3595,0.9432,0.9668,3.3029,4.1718,YES ,4.51,0.09,1.86,2.56,4.32,16706.0,4.279,,-2.699,5.21e-09,4.67e-09,1.88e-07,4.17e-07,3.73e-07
5315892,C1=CC=C(C=C1)C=CCO ,1.84,1.95,248.6,15.84,0.00268,0.3573,6188.0,8.68e-08,1.58e-07,71.26,1.853,0.9705,0.9824,0.1735,,0.1679,,,4.989,0.698,7815.0,85400.0,0.1,2.11,0.0,2.21,0.197,28.3,71.3,0.134,100,28300,71300,134,99834,18.9,343939,2993,53475,299,5339,1030,18392,0.577,0.6777,3.0846,3.7885,YES ,2.21,0.1,2.11,0.0,0.0288,7481.5,7.14,,-5.19,7.81e-07,3.39e-06,2.82e-05,6.25e-05,0.000271
5318599,C(C=CCCCCC)O ,2.59,,206.75,-15.22,0.049,6.533,1855.0,2.34e-05,2.73e-05,38.28,1.583,0.9537,0.9845,0.1643,,0.08815,,,23.78,1.376,25.44,372.5,0.1,3.24,1.45,4.8,0.295,32.4,67.2,0.101,141,21060,43680,66,64947,10.3,187879,14268,233427,927,15160,2681,43856,0.7517,0.8862,3.3741,4.0613,YES ,4.8,0.1,3.24,1.45,0.0442,1670.4,5.542,,-2.952,5.09e-07,8.55e-08,1.84e-05,4.07e-05,6.84e-06
